English,French,Spanish
"""Good!"" said Pencroft.",-- Eh! Qui sait?,–¿Y quién sabe –dijo el corresponsal–si no estamos mucho más cerca de una tierra habitada de lo que creemos?
"""We shall see."" On the next day, therefore, by means of the sextant, the engineer made the necessary observations to verify the position which he had already obtained, and this was the result of his operation.","-- Nous le saurons demain, répondit Cyrus Smith, et sans tant d'occupations qui ne m'ont laissé aucun loisir, nous le saurions déjà.","–Lo sabremos mañana –contestó Ciro Smith–. Si no hubiéramos tenido tantas ocupaciones, que no me han dejado un momento, lo sabríamos ya."
"His first observation had given him the situation of Lincoln Island,-- In west longitude: from 150deg. to 155deg.;","-- Bon! dit Pencroff, M Cyrus est un trop bon observateur pour s'être trompé, et si elle n'a pas bougé de place, l'île est bien où il l'a mise!","–Bueno –dijo Pencroff–; el señor Ciro es demasiado buen observador para haberse engañado y, si la isla no se ha movido de su sitio, es indudable que está donde el señor Ciro la ha puesto."
In south latitude: from 30deg. to 35deg.,-- Nous verrons.»,–Ya veremos.
The second gave exactly: In longitude: 150deg. 30' In south latitude: 34deg. 57',La seconde donna exactement: en longitude ouest: 150 degrés 30 minutes; en latitude sud: 34 degrés 57 minutes.,En latitud sur: de 30° a 35°. La segunda observación dio exactamente: En longitud oeste: 150° 30'.
"So then, notwithstanding the imperfection of his apparatus, Cyrus Harding had operated with so much skill that his error did not exceed five degrees.","Ainsi donc, malgré l'imperfection de ses appareils, Cyrus Smith avait opéré avec tant d'habileté, que son erreur n'avait pas dépassé cinq degrés.","En latitud sur: 35° 57'. Así, a pesar de la imperfección de sus aparatos, Ciro Smith había operado con tanta habilidad, que su error no había pasado de cinco grados."
"""Now,"" said Gideon Spilett, ""since we possess an atlas as well as a sextant, let us see, my dear Cyrus, the exact position which Lincoln Island occupies in the Pacific.""","«Maintenant, dit Gédéon Spilett, puisque, en même temps qu'un sextant, nous possédons un atlas, voyons, mon cher Cyrus, la position que l'île Lincoln occupe exactement dans le Pacifique.»","–Ahora –dijo Gedeón Spilett–, puesto que poseemos un atlas al mismo tiempo que un sextante, veamos, mi querido Ciro, la posición que la isla Lincoln ocupa exactamente en el Pacífico."
"Herbert fetched the atlas, and the map of the Pacific was opened, and the engineer, compass in hand, prepared to determine their position.","Harbert alla chercher l'atlas, qui, on le sait, avait été édité en France, et dont, par conséquent, la nomenclature était en langue française.","Harbert trajo el atlas, que, como es sabido, había sido publicado en Francia y que por consiguiente tenía la nomenclatura en lengua francesa."
"Suddenly the compasses stopped, and he exclaimed,","Soudain, le compas s'arrêta dans sa main, et il dit:",De repente levantó el compás y dijo:
"""But an island exists in this part of the Pacific already!""","-- La nôtre, sans doute? répondit Gédéon Spilett.","–La nuestra, sin duda –respondió Gedeón Spilett."
"""An island?"" cried Pencroft.","-- Non, reprit Cyrus Smith.",–No –contestó Ciro Smith–.
"""Tabor Island.""",-- L'île Tabor.,–La isla Tabor.
"""An important island?""",-- Une île importante?,–¿Y es importante?
"""No, an islet lost in the Pacific, and which perhaps has never been visited.""","-- Non, un îlot perdu dans le Pacifique, et qui n'a jamais été visité peut-être!","–No, es un islote perdido en el Pacífico y que tal vez nunca ha sido visitado."
"""Well, we will visit it,"" said Pencroft.","-- Eh bien, nous le visiterons, dit Pencroff.","–Pues bien, lo visitaremos –dijo Pencroff."
"""We?""",-- Nous?,–¿Nosotros?
"""Yes, captain.","-- Oui, Monsieur Cyrus.","–Sí, señor Ciro; construiremos un barco con puente y yo me encargo de conducirlo."
"We will build a decked boat, and I will undertake to steer her. At what distance are we from this Tabor Island?""","Nous construirons une barque pontée, et je me charge de la conduire. -- À quelle distance sommes-nous de cette île Tabor?",¿A qué distancia estamos de esa isla Tabor?
"""About a hundred and fifty miles to the northeast,"" replied Harding.","-- À cent cinquante milles environ dans le nord-est, répondit Cyrus Smith.",–A unas ciento cincuenta millas hacia el nordeste –contestó Ciro Smith.
"""A hundred and fifty miles!",-- Cent cinquante milles!,–¿Ciento cincuenta millas?
"And what's that?"" returned Pencroft.",Et qu'est cela? répondit Pencroff.,¿Y qué es eso? –dijo Pencroff–.
"""In forty-eight hours, with a good wind, we should sight it!""","En quarante-huit heures et avec un bon vent, ce sera enlevé!",En cuarenta y ocho horas y con un buen viento podemos estar allí.
"And, on this reply, it was decided that a vessel should be constructed in time to be launched towards the month of next October, on the return of the fine season.","Faut voir!» Et sur cette réponse, il fut décidé qu'une embarcation serait construite, de manière à pouvoir prendre la mer vers le mois d'octobre prochain, au retour de la belle saison.","Ya lo veremos. Y con esta respuesta se convino en construir una embarcación que pudiese hacerse a la mar, hacia el mes de octubre próximo, cuando volviese el buen tiempo."
Chapter 10,CHAPITRE X,10. Encuentran tabaco y “desemboca” una ballena
"When Pencroft had once got a plan in his head, he had no peace till it was executed.","Lorsque Pencroff s'était mis un projet en tête, il n'avait et ne laissait pas de cesse qu'il n'eût été exécuté.","Cuando Pencroff concebía un proyecto, no descansaba hasta que lo había ejecutado."
"Now he wished to visit Tabor Island, and as a boat of a certain size was necessary for this voyage, he determined to build one.","Or, il voulait visiter l'île Tabor, et, comme une embarcation d'une certaine grandeur était nécessaire à cette traversée, il fallait construire ladite embarcation.","Quería visitar la isla Tabor y, como para esta travesía era necesario un buque de cierta magnitud, quería construir inmediatamente dicha embarcación."
What wood should he employ?,"Voici le plan qui fut arrêté par l'ingénieur, d'accord avec le marin.",Diremos el plan que trazó el ingeniero de acuerdo con el marino.
"They decided for the fir, as being easy to work, but which stands water as well as the elm.","On se décida pour le sapin, bois un peu «fendif», suivant l'expression des charpentiers, mais facile à travailler, et qui supporte aussi bien que l'orme l'immersion dans l'eau.","Optaron por el abeto, madera un poco hendijosa, según la expresión de los carpinteros, pero fácil de trabajar, y que sufre, lo mismo que el olmo, la inmersión en el agua."
"These details settled, it was agreed that since the fine season would not return before six months, Cyrus Harding and Pencroft should work alone at the boat.","Ces détails arrêtés, il fut convenu que, puisque le retour de la belle saison ne s'effectuerait pas avant six mois, Cyrus Smith et Pencroff travailleraient seuls au bateau.","Acordados estos pormenores, se convino en que, teniendo todavía seis meses de tiempo hasta la vuelta de la buena estación, Ciro Smith y."
"Gideon Spilett and Herbert were to continue to hunt, and neither Neb nor Master Jup, his assistant, were to leave the domestic duties which had devolved upon them.","Gédéon Spilett et Harbert devaient continuer de chasser, et ni Nab, ni maître Jup, son aide, n'abandonneraient les travaux domestiques qui leur étaient dévolus.","Peneroff trabajarían solos en la construcción del buque, mientras Gedeón Spilett y Harbert continuarían cazando y Nab y maese Jup, su ayudante, seguirían las tareas domésticas que les estaban encomendadas."
"Directly the trees were chosen, they were felled, stripped of their branches, and sawn into planks as well as sawyers would have been able to do it.","Aussitôt les arbres choisis, on les abattit, on les débita, on les scia en planches, comme eussent pu faire des scieurs de long.","Después de escoger los árboles, se los cortó, descuartizó y aserró en tablas, como hubieran podido hacerlo las sierras mecánicas."
"A week after, in the recess between the Chimneys and the cliff, a dockyard was prepared, and a keel five-and-thirty feet long, furnished with a stern-post at the stern and a stem at the bows, lay along the sand.","Huit jours après, dans le renfoncement qui existait entre les Cheminées et la muraille, un chantier était préparé, et une quille, longue de trente-cinq pieds, munie d'un étambot à l'arrière et d'une étrave à l'avant, s'allongeait sur le sable.","Ocho días después, en el hueco que existía entre las Chimeneas y el muro de granito, se preparó un arsenal y allí se empezó una quilla de treinta y cinco pies de largo provista de un codaste en la popa y una rodela en la proa."
